#general

"Search Albums/Keyword:";"Search Albums/Keyword:"
"Miles";"Miles"
"Browse By:";"Browse By:"
"See All Tags";"See All Tags"
"Album Of The Day";"Album Of The Day"
"Album Tag Cloud";"Albums Tag Cloud"
"albums found.";"albums found."
"Search";"Search"
"Photo Of The Day";"Photo Of The Day"
"Search Photos/Keyword:";"Search Photos/Keyword:"
"Search Photos";"Search Photos"
"Search Albums";"Search Albums"
"Lat";"Lat"
"Lng";"Lng"
"Recently Created";"Recently Created"
"Most Liked";"Most Liked"
"Most Commented";"Most Commented"
"Most Rated";"Most Rated"
"Most Favourite";"Most Favourite"
"Featured";"Featured"
"Sponsored";"Sponsored"
"Liked Albums";"Liked Albums"
"Liked Photos";"Liked Photos"
"Rated Albums";"Rated Albums"
"Favourite Albums";"Favourite Albums"
"Favourite Photos";"Favourite Photos"
"Featured Albums";"Featured Albums"
"Rated Photos";"Rated Photos"
"Featured Photos";"Featured Photos"
"Sponsored Albums";"Sponsored Albums"
"Sponsored Photos";"Sponsored Photos"
"Sponsored";"Sponsored"
"Featured";"Featured"
"Album Tags":"Album Tags"
"Photo of the Day";"Photo of the Day"
"Start Date";"Start Date"
"End Date";"End Date"
"Select a date";"Select a date"
"Options";"Options"
"Mark Sponsored";"Mark Sponsored"
"Mark Featured";"Mark Featured"
"Unmark as Featured";"Unmark as Featured"
"Unmark as Sponsored";"Unmark as Sponsored"
"Edit of the Day";"Edit of the Day"
"Make of the Day";"Make of the Day"
"Album Unliked successfully";"Album Unliked successfully"
"Photo Unliked successfully";"Photo Unliked successfully"
"Album like successfully";"Album Liked successfully"
"Photo Liked successfully";"Photo Liked successfully"
"Photo added as Favourite successfully";"Photo added as Favourite successfully"
"Album added as Favourite successfully";"Album added as Favourite successfully"
"Photo removed from favourite successfully";"Photo Unfavourited successfully"
"Album Unfavourited successfully";"Album Unfavourited successfully"
"Album Rated successfully";"Album Rated successfully"
"Photo Rated successfully";"Photo Rated successfully"
"Main Photo";"Main Photo"
"Cancel Uploading":"Cancel Uploading"

#profile photo widget
"Update Profile Picture";"Update Profile Picture"
"Take Photo";"Take Photo"
"Upload Photo";"Upload Photo"
"Choose From Existing";"Choose From Existing"
"Click to Take Photo";"Click to Take Photo"
"Take Photo";"Take Photo"
"Select a photo";"Select a photo"

#photo lightbox
"Play";"Play"
"View All Photos";"View All Photos"
"Add Tag";"Add Tag"
"In %1$s";"In %1$s"
"Download";"Download"
"Slideshow";"Slideshow"
"Option";"Option"
"Enter Fullscreen";"Enter Fullscreen"
"Exit Fullscreen";"Exit Fullscreen"
"Edit Details";"Edit Details"
"Description";"Description"
"You've finished Photos";"You've finished Photos"
"Close (Esc)";"Close (Esc)"
"Toggle Fullscreen";"Toggle Fullscreen"
"Show Info";"Show Info"
"Show All Photos";"Show All Photos"
"Zoom in/out";"Zoom in/out"

#create page 
"Tags (Keywords)";"Tags (Keywords)"
"Drag & Drop";"Drag & Drop"
"Multi Upload";"Multi Upload"
"From URL";"From URL"
"Drag & Drop Photos Here";"Drag & Drop Photos Here"
"Upload";"Upload"
"Enter Image URL to upload";"Enter Image URL to upload"
"Separate tags with commas.";"Separate tags with commas."
"People Who Added This As Favourite";"People Who Added This As Favourite" 
"People Who Are Tagged In This Album";"People Who Are Tagged In This Album"
"User like This Album";"People Who Like This"
"[USER_NAME]'s Recent Albums";"[USER_NAME]'s Recent Albums"

#category browse page
"All Categories";"All Categories"
"+ See All [category_name]";"+ See All [category_name]"

#manage album tabbed widget
"There are currently no Albums.";"You have not created any albums yet."
"There are currently no Liked Albums.";"You have not Liked any albums yet."
"There are currently no Liked Photos.";"You have not Liked any photos yet."
"There are currently no Rated Albums.";"You have not rated any albums yet."
"There are currently no Rated Photos.":"You have not rated any photos yet."
"There are currently no Favourite Albums.";"You have not added any album as Favourite yet."
"There are currently no Favourite Photos.";"You have not added any photo as Favourite yet."
"There are currently no Featured Albums.";"There are currently no Featured Albums."
"There are currently no Featured Photos.";"There are currently no Featured Photos."
"There are currently no Sponsored Albums.";"There are currently no Sponsored Albums."
"There are currently no Sponsored Photos.";"There are currently no Sponsored Photos."

#tabbed widget album/photo
"There are currently no Sponsored Albums.";"There are currently no Sponsored Albums."
"There are currently no Recently Created Albums.";"There are currently no Recently Created Albums."
"There are currently no Featured Albums.";"There are currently no Featured Albums."
"There are currently no Most Viewed Albums.";"There are currently no Most Viewed Albums."
"There are currently no Most Liked Albums.";"There are currently no Most Liked Albums."
"There are currently no Most Rated Albums.";"There are currently no Most Rated Albums."
"There are currently no Most Commented Albums.";"There are currently no Most Commented Albums."
"There are currently no Sponsored Photos.";"There are currently no Sponsored Photos."
"There are currently no Recently Created Photos.";"There are currently no Recently Created Photos."
"There are currently no Featured Photos.";"There are currently no Featured Photos."
"There are currently no Most Viewed Photos.";"There are currently no Most Viewed Photos."
"There are currently no Most Liked Photos.";"There are currently no Most Liked Photos."
"There are currently no Most Rated Photos.";"There are currently no Most Rated Photos."
"There are currently no Most Commented Photos.";"There are currently no Most Commented Photos."

#photo home page
"Featured Photos Slideshow";"Featured Photos Slideshow"
"Most Recent Photos";"Most Recent Photos"
"Recently Viewed Photos";"Recently Viewed Photos"
"Top Rated Photos";"Top Rated Photos"

#profile albums
"Photos of You";"Photos of You"
"Your Photos";"Your Photos"
"Albums";"Albums"
"Photos of ";"Photos of "
"'s Photos";"'s Photos"

#js file
"Please login";"Please login"
"Invalid argument supplied.";"Invalid argument supplied."
"An error has occurred processing the request. The target may no longer exist.";"An error has occurred processing the request. The target may no longer exist."
"Something went wrong,try again later.";"Something went wrong,try again later."

"Browse albums by:";"Browse albums by:"
"Most Recent";"Most Recent"
"Most Viewed";"Most Viewed"

"Add New Photos";"Add New Photos"

"Nobody has created an album yet.";"Nobody has created an album yet."
"Nobody has created an photo yet.";"Nobody has created a photo yet."
"Be the first to %1$screate%2$s one!";"Be the first to %1$screate%2$s one!"

"%s <span>photo<span>";"%s <span>photo<span>";"%s <span>photos<span>"

"By";"By"

"Manage Photos";"Manage Photos"
"Edit Settings";"Edit Settings"
"Delete Album";"Delete Album"

"Add More Photos";"Add More Photos"
"Manage Photos";"Manage Photos"
"Edit Settings";"Edit Settings"

"You do not have any albums yet.";"You do not have any albums yet."

"ADD TAG";"ADD TAG"
"Add Tag";"Add Tag"
"Type a tag or select a name from the list.";"Type a tag or select a name from the list."

"Prev";"Prev"
"Next";"Next"

"Tagged:";"Tagged:"
"Added";"Added"

"Share";"Share"
"Report";"Report"
"Make Profile Photo";"Make Profile Photo"

"Photo %1$s of %2$s in %3$s";"Photo %1$s of %2$s in %3$s"
"Photo %1$s of %2$s";"Photo %1$s of %2$s"
"Photo";"Photo"
"of";"of"
"in";"in"

"%1$s's Album: %2$s";"%1$s's Album: %2$s"

"Are you sure you want to delete this album?";"Are you sure you want to delete this album?"
"Cancel";"Cancel"

"Edit Album Settings";"Edit Album Settings"
"Album Name";"Album Name"
"Please specify an album title";"Please specify an album title"
"Album Description";"Album Description"
"Show this album in search results";"Show this album in search results."

"Everyone";"Everyone"
"Friends of Friends";"Friends of Friends"
"All Registered Members";"All Registered Members"
"Friends and Networks";"Friends and Networks"
"Friends Only";"Friends Only"
"Just Me";"Just Me"

"Privacy";"Privacy"
"Who may see this album?";"Who may see this album?"
"Comment Privacy";"Comment Privacy"
"Who may post comments on this album?";"Who may post comments on this album?"

"Tagging";"Tagging"
"Who may tag photos in this album?";"Who may tag photos in this album?"

"Save Album";"Save Album"
"Album Cover";"Album Cover"
"Save Changes";"Save Changes"

"Title";"Title"
"Caption";"Caption"
"Delete Photo";"Delete Photo"

"Add New Photos";"Add New Photos"
"Choose photos on your computer to add to this album.";"Choose photos from your computer to add to this album."
"Save Photos";"Save Photos"
"Choose Album";"Choose Album"
"Create A New Album";"Create A New Album"
"Everyone's Albums";"Everyone's Albums"
"Only My Friend's Albums";"Only My Friend's Albums"
"Everyone's Photos";"Everyone's Photos"
"Only My Friend's Photos";"Only My Friend's Photos"
"My Albums";"My Albums"
"Album Title";"Album Title"

"or";"or"
"cancel";"cancel"

"Unable to upload photo. Please click cancel and try again";"Unable to upload photo. Please click cancel and try again"
"Add Photo";"Add Photo"

"Global Settings";"Global Settings"
"These settings affect all members in your community.";"These settings affect all members in your community."

"Thumbnails Per Page";"Thumbnails Per Page"
"How many albums will be shown per page?";"How many albums will be shown per page?"
"View Albums";"View Albums"

"Delete Photo Album?";"Delete This Album?"

"ALBUM_FORM_ADMIN_LEVEL_DESCRIPTION";"These settings are applied on a per member level basis. Start by selecting the member level you want to modify, then adjust the settings for that level below."

"Allow Viewing of Photo Albums?";"Allow Viewing of Photo Albums?"
"ALBUM_FORM_ADMIN_LEVEL_VIEW_DESCRIPTION";"Do you want to let users view photo albums? If set to no, some other settings on this page may not apply."
"Yes, allow members to view all albums, even private ones.";"Yes, allow members to view all albums, even private ones."
"Yes, allow viewing and subscription of photo albums.";"Yes, allow viewing and subscription of photo albums."
"No, do not allow photo albums to be viewed.";"No, do not allow photo albums to be viewed."

"Allow Creation of Photo Albums?";"Allow Creation of Photo Albums?"
"ALBUM_FORM_ADMIN_LEVEL_CREATE_DESCRIPTION";"Do you want to let users create photo albums? If set to no, some other settings on this page may not apply. This is useful if you want users to be able to view photo albums and manage their subscriptions, but only want certain levels to be able to create photo albums."
"Yes, allow creation of photo albums.";"Yes, allow creation of photo albums."
"No, do not allow photo albums to be created.";"No, do not allow photo albums to be created."

"Allow Editing of Photo Albums?";"Allow Editing of Photo Albums?"
"Do you want to let members of this level edit photo albums?";"Do you want to let members of this level edit photo albums?"

"No, do not allow photo album to be edited.";"No, do not allow photo album to be edited."
"Yes, allow members to edit their own albums.";"Yes, allow members to edit their own albums."
"Yes, allow members to edit all albums.";"Yes, allow members to edit all albums."

"Album Privacy";"Album Privacy"
"ALBUM_FORM_ADMIN_LEVEL_AUTHVIEW_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can see their albums. These options appear on your users' ""Create Album"" and ""Edit Album"" pages. If you do not check any options, settings will default to the last saved configuration. If you select only one option, members of this level will not have a choice."

"Album Comment Options";"Album Comment Options"
"ALBUM_FORM_ADMIN_LEVEL_AUTHCOMMENT_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can post comments on their albums and photos. If you do not check any options, settings will default to the last saved configuration. If you select only one option, members of this level will not have a choice."

"Album Tag Options";"Album Tag Options"
"ALBUM_FORM_ADMIN_LEVEL_AUTHTAG_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can post tags on their albums and photos. If you do not check any options, settings will default to the last saved configuration. If you select only one option, members of this level will not have a choice."

"Are you sure you want to delete the selected photo albums?";"Are you sure you want to delete the selected photo albums?"

"view";"view"

"Invalid method";"Invalid method"
"Invalid Upload";"Invalid Upload"
"Invalid data";"Invalid data"
"No file";"No file"
"An error occurred.";"An error occurred."
"Invalid request method";"Invalid request method"
"Max file size limit exceeded (probably).";"Max file size limit exceeded (probably)."
"Invalid data";"Invalid data"
"Album doesn't exists or not authorized to delete";"Album doesn't exists or not authorized to delete"
"The selected albums have been successfully deleted.";"The selected albums have been successfully deleted."
"The selected photos have been successfully saved.";"The selected photos have been successfully saved."

"Select File";"Select File"
"Get started by %1$screating%2$s your first album!";"Get started by %1$screating%2$s your first album!"

"ALBUM_VIEW_SCRIPTS_ADMINSETTINGS_CATEGORIES_DESCRIPTION";"If you want to allow your users to categorize their photo albums, create the categories below. This feature is useful if you want to list all your users' photo albums that If you have no categories, your users will not be given the option of assigning a category."
"Edit Category";"Edit Category"
"Category Name";"Category Name"
"Add Category";"Add Category"
"Add New Category";"Add New Category"
"Your changes have been saved.";"Your changes have been saved."
"Delete Album Category?";"Delete Album Category?"
"Are you sure that you want to delete this category? It will not be recoverable after being deleted.";"Are you sure that you want to delete this category? It will not be recoverable after being deleted."
"Category";"Category"
"Search Albums:";"Search Albums:"
"Album Categories";"Album Categories"

"Attached Image";"Attached Image"


"No, do not allow photo albums to be edited.";"No, do not allow photo albums to be edited."
"Allow Deletion of Photo Albums?";"Allow Deletion of Photo Albums?"
"Do you want to let members of this level delete photo albums?";"Do you want to let members of this level delete photo albums?"
"Yes, allow members to delete all photo albums.";"Yes, allow members to delete all photo albums."
"Yes, allow members to delete their own photo albums.";"Yes, allow members to delete their own photo albums."
"No, do not allow members to delete their photo albums.";"No, do not allow members to delete their photo albums."
"Allow Commenting on Photo Albums?";"Allow Commenting on Photo Albums?"
"Do you want to let members of this level comment on photo albums?";"Do you want to let members of this level comment on photo albums?"
"Yes, allow members to comment on all photo albums, including private ones.";"Yes, allow members to comment on all photo albums, including private ones."
"Yes, allow members to comment on albums.";"Yes, allow members to comment on albums."
"No, do not allow members to comment on photo albums.";"No, do not allow members to comment on photo albums."

"Profile Albums";"Profile Albums"

"Album Main Navigation Menu";"SES - Advanced Photos - Album Main Navigation Menu"
"Album Quick Navigation Menu";"SES - Advanced Photos - Album Quick Navigation Menu"

"Posted by %1$s in the album %2$s";"Posted by %1$s in the album %2$s"

"Popular Albums";"Popular Albums"
"Popular Photos";"Popular Photos"
"Recent Albums";"Recent Albums"
"Recent Photos";"Recent Photos"

# action types
"{item:$subject} added {var:$count} photo(s) to the album {item:$object}:";"{item:$subject} added {var:$count} photo(s) to the album {item:$object}:"
"{item:$subject} commented on {item:$owner}'s {item:$object:album}: {body:$body}";"{item:$subject} commented on {item:$owner}'s {item:$object:album}: {body:$body}"
"{item:$subject} commented on {item:$owner}'s {item:$object:photo}: {body:$body}";"{item:$subject} commented on {item:$owner}'s {item:$object:photo}: {body:$body}"

# item types
"ITEM_TYPE_ALBUM";"Albums"
"ITEM_TYPE_ALBUM_PHOTO";"Album Photos"
"Browse Albums";"Browse Albums"
"ITEM_TYPE_SESALBUM_CATEGORY";"Browse Album Categories"

# user

"_ACTIVITY_ACTIONTYPE_SESALBUM_ALBUMRATED";"When I rate an album."
"_ACTIVITY_ACTIONTYPE_SESALBUM_PHOTORATED";"When I rate a photo." 
"_ACTIVITY_ACTIONTYPE_SESALBUM_FAVOURITEPHOTO";"When I add a photo to favorite."
"_ACTIVITY_ACTIONTYPE_SESALBUM_FAVOURITEALBUM";"When I add an album to favorite."
"_ACTIVITY_ACTIONTYPE_ALBUM_PHOTO_NEW";"New album"
"_ACTIVITY_ACTIONTYPE_COMMENT_ALBUM";"When someone comments on your albums" 
"_ACTIVITY_ACTIONTYPE_COMMENT_ALBUM_PHOTO";"When someone comments on your photos"

"ADMIN_ACTIVITY_TYPE_SESALBUM_ALBUMRATED";"SES Advanced Photos - When a user rates another user's album."
"ADMIN_ACTIVITY_TYPE_SESALBUM_FAVOURITEALBUM";"SES Advanced Photos - When a user mark another user's album as favourite."
"ADMIN_ACTIVITY_TYPE_SESALBUM_FAVOURITEPHOTO";"SES Advanced Photos - When a user mark another user's photo as favourite."
"ADMIN_ACTIVITY_TYPE_SESALBUM_PHOTORATED";"SES Advanced Photos - When a user rates another user's photo."
"ADMIN_ACTIVITY_TYPE_ALBUM_PHOTO_NEW";"SES Advanced Photos - When a user (subject) uploads a new photo to an album (object)."
"ADMIN_ACTIVITY_TYPE_COMMENT_ALBUM";"SES Advanced Photos - When a user (subject) comments on another user's (object) album."
"ADMIN_ACTIVITY_TYPE_COMMENT_ALBUM_PHOTO";"SES Advanced Photos - When a user (subject) comments on another user's (object) photos."


#notification

"ACTIVITY_TYPE_SESALBUM_ALBUMRATED";"When my album has been rated"
"ACTIVITY_TYPE_SESALBUM_FAVOURITEALBUM";"When my album has been added to favourite"
"ACTIVITY_TYPE_SESALBUM_FAVOURITEPHOTO";"When my photo has been added to favourite"
"ACTIVITY_TYPE_SESALBUM_PHOTORATED";"When my photo has been rated"
"ACTIVITY_TYPE_COMMENTED_ALBUM";"When someone comments on an album I commented on."
"ACTIVITY_TYPE_COMMENTED_ALBUM_PHOTO";"When someone comments on a photo I commented on."
"ACTIVITY_TYPE_COMMENT_ALBUM";"When someone comments on one of my albums."
"ACTIVITY_TYPE_COMMENT_ALBUM_PHOTO";"When someone comments on one of my photos."
"ACTIVITY_TYPE_LIKED_ALBUM";"When someone comments on an album I liked."
"ACTIVITY_TYPE_LIKED_ALBUM_PHOTO";"When someone comments on a photo I liked."
"ACTIVITY_TYPE_LIKE_ALBUM";"When someone likes one of my albums."
"ACTIVITY_TYPE_LIKE_ALBUM_PHOTO";"When someone likes one of my photos."
"ACTIVITY_TYPE_ALBUM_PHOTO_NEW";"When a new photo is uploaded."


# mail templates

# notify_sesalbum_favouritephoto
"_EMAIL_NOTIFY_SESALBUM_FAVOURITEPHOTO_TITLE";"SES Advanced Photos - Photo added as Favourite"
"_EMAIL_NOTIFY_SESALBUM_FAVOURITEPHOTO_DESCRIPTION";"This email is sent to the owner of the photo when someone add their photo as Favourite"
"_EMAIL_NOTIFY_SESALBUM_FAVOURITEPHOTO_SUBJECT";"Your photo has been added as Favourite"
"_EMAIL_NOTIFY_SESALBUM_FAVOURITEPHOTO_BODY";"[header]

Your photo has been added as Favourite. Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_sesalbum_favouritealbum
"_EMAIL_NOTIFY_SESALBUM_FAVOURITEALBUM_TITLE";"SES Advanced Photos - Album added as Favourite"
"_EMAIL_NOTIFY_SESALBUM_FAVOURITEALBUM_DESCRIPTION";"This email is sent to the owner of the album when someone add their album as Favourite"
"_EMAIL_NOTIFY_SESALBUM_FAVOURITEALBUM_SUBJECT";"Your album has been added as Favourite"
"_EMAIL_NOTIFY_SESALBUM_FAVOURITEALBUM_BODY";"[header]

Your album has been added as Favourite. Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_sesalbum_albumrated
"_EMAIL_NOTIFY_SESALBUM_ALBUMRATED_TITLE";"SES Advanced Photos - Album Rated"
"_EMAIL_NOTIFY_SESALBUM_ALBUMRATED_DESCRIPTION";"This email is sent to the owner of the album when someone Rate their album"
"_EMAIL_NOTIFY_SESALBUM_ALBUMRATED_SUBJECT";"Your album has been Rated"
"_EMAIL_NOTIFY_SESALBUM_ALBUMRATED_BODY";"[header]

Your album has been Rated. Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_sesalbum_photorated
"_EMAIL_NOTIFY_SESALBUM_PHOTORATED_TITLE";"SES Advanced Photos - Photo Rated"
"_EMAIL_NOTIFY_SESALBUM_PHOTORATED_DESCRIPTION";"This email is sent to the owner of the photo when someone Rate their photo"
"_EMAIL_NOTIFY_SESALBUM_PHOTORATED_SUBJECT";"Your photo has been Rated"
"_EMAIL_NOTIFY_SESALBUM_PHOTORATED_BODY";"[header]

Your photo has been Rated. Please click the following link to view it:

http://[host][object_link]

[footer]"
