"Discount Type";"Discount Type"
"Select the type of discount.";"Select the type of discount."
"Discount Value (%)";"Discount Value (%)"
"Discount Value (%s)";"Discount Value (%s)"
"Apply Discount from Date";"Apply Discount from Date"
"Apply Discount to Date";"Apply Discount to Date"
"No end date.";"No end date."
"End discount on a specific date. (Please select date by clicking on the calendar icon below.)";"End discount on a specific date. (Please select date by clicking on the calendar icon below.)"
"When should discount end?";"When should discount end?"
"Allow Discount";"Allow Discount"
"Who may avail this discount?";"Who may avail this discount?"
"Public";"Public"
"Minimum Order Quantity";"Minimum Order Quantity"
"Enter the minimum order quantity for this product. (Buyers will have to add this minimum quantity of this product into their carts to purchase.)";"Enter the minimum order quantity for this product. (Buyers will have to add this minimum quantity of this product into their carts to purchase.)"
"Maximum Order Quantity";"Maximum Order Quantity"
"Enter the maximum order quantity for this product. (Buyers will not be able to purchase more quantity of this product than this maximum quantity.)";"Enter the maximum order quantity for this product. (Buyers will not be able to purchase more quantity of this product than this maximum quantity.)"
"Unlimited Quantity In Stock";"Unlimited Quantity In Stock"
"Do you have unlimited quantity of this product in your stock?";"Do you have unlimited quantity of this product in your stock?"
"In Stock Quantity";"In Stock Quantity"
"Show when Out of Stock";"Show when Out of Stock"
"Do you want to show this product at various places even when this product goes out of stock?";"Do you want to show this product at various places even when this product goes out of stock?"
"Allow to Contact if Out of Stock";"Allow to Contact if Out of Stock"
"Do you want to allow buyers to contact you via emails, if this product goes out of stock?";"Do you want to allow buyers to contact you via emails, if this product goes out of stock?"
"Product Start Date";"Product Start Date"
"Product End date";"Product End date"
"End product show to a specific date. (Please select date by clicking on the calendar icon below.)";"End product show to a specific date. (Please select date by clicking on the calendar icon below.)"
"When should this product end?";"When should this product end?"
"Who may see this product?";"Who may see this product?"
"Who may comment on this product?";"Who may comment on this product?"
"Photo Privacy";"Photo Privacy"
"Who may upload photos for this product?";"Who may upload photos for this product?"
"Video Privacy";"Video Privacy"
"Who may create videos for this product?";"Who may create videos for this product?"
"Select the networks, members of which should be able to see your product. (Press Ctrl and click to select multiple networks. You can also choose to make your product viewable to everyone.)";"Select the networks, members of which should be able to see your product. (Press Ctrl and click to select multiple networks. You can also choose to make your product viewable to everyone.)"
"Published";"Published"
"Saved As Draft";"Saved As Draft"
"If this product is published, it cannot be switched back to draft mode.";"If this product is published, it cannot be switched back to draft mode."
"Enable this Product";"Enable this Product"
"General Information";"General Information"
"Price & Discounts";"Price & Discounts"
"Inventory";"Inventory"
"Availability";"Availability"
"Others";"Others"
"Upload the photo. (The recommended dimension for the photo of product is: 400 x 500 pixels to enable image zoom feature.)";"Upload the photo. (The recommended dimension for the photo of product is: 400 x 500 pixels to enable image zoom feature.)"
"Edit Product Info";"Edit Product Info"
"Edit your product below, and then click Save Settings to save changes.";"Edit your product below, and then click Save Settings to save changes."
"Edit";"Edit"
"Please specify an video title";"Please specify an video title"
"Edit Profile Question";"Edit Profile Question"
"Question Type";"Question Type"
"Question Label";"Question Label"
"Required?";"Required?"
"Not Required";"Not Required"
"Required";"Required"
"Save Question";"Save Question"
"Meta Keywords";"Meta Keywords"
"Meta keywords are a great way to provide search engines with information about your product so that search engines populate your product in search results. Below, you can add meta keywords for this product. (The tags entered by you for this product will also be added to the meta keywords.)";"Meta keywords are a great way to provide search engines with information about your product so that search engines populate your product in search results. Below, you can add meta keywords for this product. (The tags entered by you for this product will also be added to the meta keywords.)"
"Separate meta tags with commas.";"Separate meta tags with commas."
"Edit Product Overview";"Edit Product Overview"
"Edit the overview for your product using the editor below, and then click 'Save Overview' to save changes.";"Edit the overview for your product using the editor below, and then click 'Save Overview' to save changes."
"Save Overview";"Save Overview"
"Payment Request";"Payment Request"
"Total Amount (%s)";"Total Amount (%s)"
"Remaining Amount (%s)";"Remaining Amount (%s)"
"Last Requested Amount (%s)";"Last Requested Amount (%s)"
"Amount to be Requested (%s)";"Amount to be Requested (%s)"
"Enter requested amount (%s)";"Enter requested amount (%s)"
"Remaining balance will be added to the Remaining Amount of this store.";"Remaining balance will be added to the Remaining Amount of this Showroom."
"Send Request";"Send Request"
"Sell Report";"Sell Report"
"Here, you may view performance report of sell for your stores. Report can be viewed over multiple durations and time intervals. You can also export and save the report.";"Here, you may view performance report of sell for your Showrooms. Report can be viewed over multiple durations and time intervals. You can also export and save the report."
"Select Store";"Select Showroom"
"My Particular Stores";"My Particular Showrooms"
"My All Stores";"My All Showrooms"
"Stores";"Showrooms"
"Start typing the name of stores.";"Start typing the name of Showrooms."
"Report Depends On";"Report Depends On"
"Products";"Products"
"Specific Product";"Specific Product"
"Start typing the name of the product.";"Start typing the name of the product."
"Order Status";"Order Status"
"Approval Pending";"Approval Pending"
"Payment Pending";"Payment Pending"
"Processing";"Processing"
"On Hold";"On Hold"
"Fraud";"Fraud"
"Monthly";"Monthly"
"Daily";"Daily"
"January";"January"
"February";"February"
"March";"March"
"April";"April"
"May";"May"
"June";"June"
"July";"July"
"August";"August"
"September";"September"
"October";"October"
"November";"November"
"December";"December"
"From";"From"
" To ";" To "
"To";"To"
"Format";"Format"
"Webpage (.html)";"Webpage (.html)"
"Excel (.xls)";"Excel (.xls)"
"Generate Report";"Generate Report"
"Here, you may view performance report for the sales from your store. You can also view the performance of sales of any desired stores. Report can be viewed over multiple durations and time intervals. Reports can also be viewed for any desired order status. You can also export and save the report.";"Here, you may view performance report for the sales from your Showroom. You can also view the performance of sales of any desired Showrooms. Report can be viewed over multiple durations and time intervals. Reports can also be viewed for any desired order status. You can also export and save the report."
"Name / Keyword";"Name / Keyword"
"Price low to high";"Price low to high"
"Price high to low";"Price high to low"
"Most Discounted";"Most Discounted"
"Alphabetic";"Alphabetic"
"Most Rated";"Most Rated"
"All Products";"All Products"
"Only Open Products";"Only Open Products"
"Only Closed Products";"Only Closed Products"
"Everyone's Products";"Everyone's Products"
"Only My Friends' Products";"Only My Friends' Products"
"Products I Like";"Products I Like"
"Only My Networks";"Only My Networks"
"Price";"Price"
"Only Products With Photos";"Only Products With Photos"
"Upto 10%";"Upto 10%"
"More than 50%";"More than 50%"
"Exclude Out of Stock";"Exclude Out of Stock"
"Any Reviews";"Any Reviews"
"Editor Reviews";"Editor Reviews"
"User Reviews";"User Reviews"
"Products Having";"Products Having"
"Age";"Age"
"Video Keywords";"Video Keywords"
"Highest Rated";"Highest Rated"
"Send Invoice";"Send Invoice"
"Please enter the email id on which you want to send the order invoice.";"Please enter the email id on which you want to send the order invoice."
"Edit Product Style";"Edit Product Style"
"Edit the CSS style of your product using the text area below, and then click 'Save Style' to save changes.";"Edit the CSS style of your product using the text area below, and then click 'Save Style' to save changes."
"Custom Advanced Product Style";"Custom Advanced Product Style"
"Add your own CSS code above to give your product a more personalized look.";"Add your own CSS code above to give your product a more personalized look."
"Save Style";"Save Style"
"Advanced";"Advanced"
"Advanced Search";"Advanced Search"
"Separate multiple addresses with commas";"Separate multiple addresses with commas"
"Add a new video in this Product using the form below.";"Add a new video in this Product using the form below."
"Non-user album owners not yet implemented.";"Non-user album owners not yet implemented."
"Untitled Album";"Untitled Album"
"Plugin class not instance of Engine_Payment_Gateway";"Plugin class not instance of Engine_Payment_Gateway"
"Gateways do not match";"Gateways do not match"
"There was an error processing your transaction. Please try again later.";"There was an error processing your transaction. Please try again later."
"Unknown IPN type %1$s";"Unknown IPN type %1$s"
"Unknown order type for IPN";"Unknown order type for IPN"
"Unknown or unsupported IPN type, or missing transaction or order ID";"Unknown or unsupported IPN type, or missing transaction or order ID"
"Your payment has been cancelled and not been charged. If this is not correct, please try again later.";"Your payment has been cancelled and not been charged. If this is not correct, please try again later."
"Your payment could not be completed. Please ensure there are sufficient available funds in your account.";"Your payment could not be completed. Please ensure there are sufficient available funds in your account."
"Unknown IPN payment status %1$s";"Unknown IPN payment status %1$s"
"Unknown IPN data structure";"Unknown IPN data structure"
"0 item";"0 item"
"%s item";"%s item";"%s items"
"Open";"Open"
"Close";"Close"
"Add to Cart";"Add to Cart"
"This field is hidden and only visible to you and admins:";"This field is hidden and only visible to you and admins:"
"Complete";"Complete"
"Cancel";"Cancel"
"No Order Status Found";"No Order Status Found"
"INVOICE";"INVOICE"
"Store Name & Address";"Showroom Name & Address"
"Contact No: %s";"Contact No: %s"
"Placed on";"Placed on"
"Payment Method";"Payment Method"
"Shipping Method";"Shipping Method"
"Product";"Product"
"Quantity";"Quantity"
"Unit Price";"Unit Price"
"Total";"Total"
"Subtotal";"Subtotal"
"Shipping price";"Shipping price"
"Total Paid Amount";"Total Paid Amount"
"Buyer Note:";"Buyer Note:"
"Order #%s";"Order #%s"
"View all Products";"View all Products"
"Please enter a valid email address.";"Please enter a valid email address."
"Your changes have been saved successfully.";"Your changes have been saved successfully."
"The uploaded file is not supported or is corrupt.";"The uploaded file is not supported or is corrupt."
"Please choose Overall Rating field - it is required.";"Please choose Overall Rating field - it is required."
"Max file size limit exceeded (probably).";"Max file size limit exceeded (probably)."
"Invalid request method";"Invalid request method"
"Invalid Upload";"Invalid Upload"
"An error occurred.";"An error occurred."
"Have a question or comments for %s? Ask from below and our editor will get back to you.";"Have a question or comments for %s? Ask from below and our editor will get back to you."
"Email %s";"Email %s"
"Invalid sender email address value";"Invalid sender email address value"
"Email to the editor has been sent successfully.";"Email to the editor has been sent successfully."
"There is some issue related to file upload. Please contatct to site administrator.(error code : FOLDER_NOT_FOUND)";"There is some issue related to file upload. Please contatct to site administrator.(error code : FOLDER_NOT_FOUND)"
"You will not permitted for uploading file because you already achived the maximum number of uplode %s files.";"You will not permitted for uploading file because you already achived the maximum number of uplode %s files."
"Failed to upload file due to some server settings (such as php.ini max_upload_filesize). Please contact to site administrator for this problem.";"Failed to upload file due to some server settings (such as php.ini max_upload_filesize). Please contact to site administrator for this problem."
"File type or extension forbidden.";"File type or extension forbidden."
"Files uploading size is %s, you have used %s files uploading size and after uploading this file you have %s size, which exceeds the uploading size that's why you will not permitted for uploading this file.(In KB)";"Files uploading size is %s, you have used %s files uploading size and after uploading this file you have %s size, which exceeds the uploading size that's why you will not permitted for uploading this file.(In KB)"
"File already exists. Please %s before trying to upload.";"File already exists. Please %s before trying to upload."
"Path is not writeable. Please give CHMOD 0777 permission to the respective directory or contact to site administrator.";"Path is not writeable. Please give CHMOD 0777 permission to the respective directory or contact to site administrator."
"Unable to move file to upload directory.";"Unable to move file to upload directory."
"File edited successfully.";"File edited successfully."
"File deleted successfully.";"File deleted successfully."
"Browse Products";"Browse Products"
"This is the product browse page.";"This is the product browse page."
"There are no categories found for this page.";"There are no categories found for this page."
"Please complete Category field - it is required.";"Please complete Category field - it is required."
"Please enter Discount end Date - it is required.";"Please enter Discount end Date - it is required."
"Minimum Order Quantity can not be greater than In Stock value.";"Minimum Order Quantity can not be greater than In Stock value."
"Maximum Order Quantity can not be greater than In Stock value.";"Maximum Order Quantity can not be greater than In Stock value."
"Minimum Order Quantity can not be greater than Maximum Order Quantity.";"Minimum Order Quantity can not be greater than Maximum Order Quantity."
"Discount can not be more than and equal to actual price.";"Discount can not be more than and equal to actual price."
"You have not configured any products for this product OR not configured the more then one product.";"You have not configured any products for this product OR not configured the more then one product."
"Product Code not available.";"Product Code not available."
"Product Code Available!";"Product Code Available!"
"%s viewer is";"%s viewer is";"%s viewers are"
"intrested in this product. Do you want to send an email about availability of this product?";"intrested in this product. Do you want to send an email about availability of this product?"
"You have not configured any products for this product. Please selct atleast two products for creating this products.";"You have not configured any products for this product. Please selct atleast two products for creating this products."
"Your product has been successfully created. You can enhance your product from this Dashboard by creating other components.";"Your product has been successfully created. You can enhance your product from this Dashboard by creating other components."
"No results were found.";"No results were found."
"Successfully Liked.";"Successfully Liked."
"Successfully Unliked.";"Successfully Unliked."
"Successfully Published !";"Successfully Published !"
"Create your message with the form given below. (This message will be sent to the owner of this Product.)";"Create your message with the form given below. (This message will be sent to the owner of this Product.)"
"Subject is required field !";"Subject is required field !"
"This message corresponds to the Product: ";"This message corresponds to the Product: "
"Shipment added successfully.";"Shipment added successfully."
"Shipment edited successfully.";"Shipment edited successfully."
"Shipment deleted successfully.";"Shipment deleted successfully."
"Thanks for your purchase!";"Thanks for your purchase!"
"Your order is:";"Your order is:"
"Your order is";"Your order is"
"Go to %s section.";"Go to %s section."
"My Downloadable";"My Downloadable"
" SITESTOREPRODUCT_CHECKOUT_AND ";" and "
"Order need to confirmation by Site Administrator after confirmation you will receive invoice of the order.";"Order need to confirmation by Site Administrator after confirmation you will receive invoice of the order."
"You will receive an order confirmation email with invoice.";"You will receive an order confirmation email with invoice."
"Shipping method deleted successfully.";"Shipping method deleted successfully."
"You must select a shipping method to ship your order.";"You must select a shipping method to ship your order."
"Must select a payment method for payment.";"Must select a payment method for payment."
"Order canceled successfully.";"Order canceled successfully."
"Product Code is not valid.";"Product Code is not valid."
"Search Members";"Search Members"
"Your order has been sent for the confirmation and after that you will receive the invoice of your order.";"Your order has been sent for the confirmation and after that you will receive the invoice of your order."
"To download this product, please %s";"To download this product, please %s"
"You will soon receive your order confirmation with invoice.";"You will soon receive your order confirmation with invoice."
"You can also view the invoice for your order from your store account.";"You can also view the invoice for your order from your Showroom account."
"To create this type of product, you must select at least two simple products from this store.";"To create this type of product, you must select at least two simple products from this Showroom."
"Your cheque's information has been saved successfully.";"Your cheque's information has been saved successfully.";""
"You will soon be redirected to selected payment gateway.";"You will soon be redirected to selected payment gateway."
"Product SKU is not available.";"Product SKU is not available."
"No file";"No file"
"Changes saved";"Changes saved"
"Photo deleted";"Photo deleted"
"Invalid data";"Invalid data"
"Comment added";"Comment added"
"Like added";"Like added"
"Like removed";"Like removed"
"Post deleted.";"Post deleted."
"Product is currently not available for purchasing.";"Product is currently not available for purchasing."
"Product had only %s quantity in stock.";"Product had only %s quantity in stock."
"Maximum allowed purchase limit for this product is %s. You can not purchase more than this quantity for this product.";"Maximum allowed purchase limit for this product is %s. You can not purchase more than this quantity for this product."
"This Product has been successfully added in your cart";"This Product has been successfully added in your cart"
"Shopping cart deleted successfully.";"Shopping cart deleted successfully."
"Cart product successfully deleted.";"Cart product successfully deleted."
"Your payment request has been successfully sent.";"Your payment request has been successfully sent."
