"Displays list of store’s featured videos. This widget should be placed on the Store Profile.";"Displays list of Showroom’s featured videos. This widget should be placed on the Showroom Profile."
"Count";"Count"
"Displays list of Store\'s featured videos.";"Displays list of Showroom\'s featured videos."
"Featured Store Videos";"Featured Showroom Videos"
"number of videos to show";"number of videos to show"
"Search Store Videos form";"Search Showroom Videos form"
"Displays the form for searching Store Videos on the basis of various filters. You can edit the fields to be available in this form.";"Displays the form for searching Showroom Videos on the basis of various filters. You can edit the fields to be available in this form."
"Choose the fields that you want to be available in the Search Store Videos form widget.";"Choose the fields that you want to be available in the Search Showroom Videos form widget."
"Displays the list of Videos from Stores created on your community. This widget should be placed in the widgetized Store Videos store. Results from the Search Store Videos form are also shown here.";"Displays the list of Videos from Showrooms created on your community. This widget should be placed in the widgetized Showroom Videos Showroom. Results from the Search Showroom Videos form are also shown here."
"Displays the Videos from Paid Stores. You can choose the number of entries to be shown.";"Displays the Videos from Paid Showrooms. You can choose the number of entries to be shown."
"Displays Featured Store Videos. You can mark Store Videos as Featured from the “Manage Store Videos” section in the Admin Panel of this extension. You can choose the number of entries to be shown.";"Displays Featured Showroom Videos. You can mark Showroom Videos as Featured from the “Manage Showroom Videos” section in the Admin Panel of this extension. You can choose the number of entries to be shown."
"Displays the Most Commented Store Videos. You can choose the number of entries to be shown.";"Displays the Most Commented Showroom Videos. You can choose the number of entries to be shown."
"Displays the Most Viewed Store Videos. You can choose the number of entries to be shown.";"Displays the Most Viewed Showroom Videos. You can choose the number of entries to be shown."
"Displays the Most Liked Store Videos. You can choose the number of entries to be shown.";"Displays the Most Liked Showroom Videos. You can choose the number of entries to be shown."
"Displays the Top Rated Store Videos. You can choose the number of entries to be shown.";"Displays the Top Rated Showroom Videos. You can choose the number of entries to be shown."
"This widget should be placed on the Store Video View Store.";"This widget should be placed on the Showroom Video View Showroom."
"Store Video";"Showroom Video"
"People Also Liked";"People Also Liked"
"Displays a list of other Store Videos that the people who liked this Store Video also liked. You can choose the number of entries to be shown. This widget should be placed on Store Video View Store.";"Displays a list of other Showroom Videos that the people who liked this Showroom Video also liked. You can choose the number of entries to be shown. This widget should be placed on Showroom Video View Showroom."
"Other Videos From Store";"Other Videos From Showroom"
"Displays a list of other Store Videos corresponding to the Store of which the video is being viewed. You can choose the number of entries to be shown. This widget should be placed on Store Video View Store.";"Displays a list of other Showroom Videos corresponding to the Showroom of which the video is being viewed. You can choose the number of entries to be shown. This widget should be placed on Showroom Video View Showroom."
"Similar Videos";"Similar Videos"
"Displays Store Videos similar to the Store Video being viewed based on tags. You can choose the number of entries to be shown. This widget should be placed on Store Video View Store.";"Displays Showroom Videos similar to the Showroom Video being viewed based on tags. You can choose the number of entries to be shown. This widget should be placed on Showroom Video View Showroom."
"Forms the Videos tab of your Store. It should be placed in the Tabbed Blocks area of the Store Profile.";"Forms the Videos tab of your Showroom. It should be placed in the Tabbed Blocks area of the Showroom Profile."
"Displays list of your Store\'s most commented videos.";"Displays list of your Showroom\'s most commented videos."
"Displays list of your Store\'s most recent videos.";"Displays list of your Showroom\'s most recent videos."
"Displays list of your Store\'s top rated videos.";"Displays list of your Showroom\'s top rated videos."
"Displays list of your Store\'s most liked videos.";"Displays list of your Showroom\'s most liked videos."
"Displays list of your Store\'s featured videos.";"Displays list of your Showroom\'s featured videos."
"Store Videos";"Showroom Videos"
"{item:$subject} posted a new video in the store {item:$object}:";"{item:$subject} posted a new video in the Showroom {item:$object}:"
"Directory/Stores - Videos";"Directory/Showrooms - Videos"
"&raquo;";"&raquo;"
"Checking URL...";"Checking URL..."
"We could not find a video there - please check the URL and try again. If you are sure that the URL is valid, please click %s to continue.";"We could not find a video there - please check the URL and try again. If you are sure that the URL is valid, please click %s to continue."
"Are you sure that you want to delete the store video titled ""%1$s"" last modified %2$s? It will not be recoverable after being deleted.";"Are you sure that you want to delete the Showroom video titled ""%1$s"" last modified %2$s? It will not be recoverable after being deleted."
"Delete Store Video ?";"Delete Showroom Video ?"
"Video successfully made featured.";"Video successfully made featured."
"Video successfully made un-featured.";"Video successfully made un-featured."
"Your video has been featured.";"Your video has been featured."
"Make Video Featured ?";"Make Video Featured ?"
"Are you sure that you want to make this Store Video featured?";"Are you sure that you want to make this Showroom Video featured?"
"Make Video Un-featured ";"Make Video Un-featured "
"Are you sure that you want to make this Store Video un-featured ?";"Are you sure that you want to make this Showroom Video un-featured ?"
"Make Un-featured";"Make Un-featured"
"Post New Video";"Post New Video"
"Videos using the tag";"Videos using the tag"
"By";"By"
"by %1$s";"by %1$s"
"%1$s view";"%1$s view";"%1$s views"
"No videos were found matching your search criteria.";"No videos were found matching your search criteria."
"The video you are looking for does not exist or has not been processed yet.";"The video you are looking for does not exist or has not been processed yet."
"rating";"rating"
"ratings";"ratings"
"you already rated";"you already rated"
"please login to rate";"please login to rate"
"click to rate";"click to rate"
"%s rating";"%s rating";"%s ratings"
"Thanks for rating!";"Thanks for rating!"
"Related Videos";"Related Videos"
"Related Video";"Related Video"
"Posted by";"Posted by"
"Add Video";"Add Video"
"Embed";"Embed"
"&#171; Previous";"&#171; Previous"
"To enable the embedded uploader, unblock it in your browser and refresh (see Adblock).";"To enable the embedded uploader, unblock it in your browser and refresh (see Adblock)."
"To enable the embedded uploader, enable the blocked Flash movie (see Flashblock).";"To enable the embedded uploader, enable the blocked Flash movie (see Flashblock)."
"A required file was not found, please be patient and we'll fix this.";"A required file was not found, please be patient and we'll fix this."
"To enable the embedded uploader, install the latest Adobe Flash plugin.";"To enable the embedded uploader, install the latest Adobe Flash plugin."
"This form is just an example fallback for the unobtrusive behaviour of FancyUpload.
    If this part is not changed, something must be wrong with your code.";"This form is just an example fallback for the unobtrusive behaviour of FancyUpload.
    If this part is not changed, something must be wrong with your code."
"Upload a Video:";"Upload a Video:"
"'Click Add Video"" to select a video from your computer. After you have selected video, click on Post Video at the bottom to begin uploading the file. Please wait while your video is being uploaded. When your upload is finished, your video will be processed - you will be notified when it is ready to be viewed.""";"'Click Add Video"" to select a video from your computer. After you have selected video, click on Post Video at the bottom to begin uploading the file. Please wait while your video is being uploaded. When your upload is finished, your video will be processed - you will be notified when it is ready to be viewed."""
"Post Video";"Post Video"
"Embedding of videos has been disabled.";"Embedding of videos has been disabled."
"Embedding of videos has been disabled for this video.";"Embedding of videos has been disabled for this video."
"Filed in";"Filed in"
"Select File";"Select File"
"Loading...";"Loading..."
"Choose Source";"Choose Source"
"To upload a video from your computer, please use our <a href=""%1$s"">full uploader</a>.";"To upload a video from your computer, please use our <a href=""%1$s"">full uploader</a>."
"This form is just an example fallback for the unobtrusive behaviour of FancyUpload. If this part is not changed, something must be wrong with your code.";"This form is just an example fallback for the unobtrusive behaviour of FancyUpload. If this part is not changed, something must be wrong with your code."
"Highlighted";"Highlighted"
"Make Un-highlighted";"Make Un-highlighted"
"Make Highlighted";"Make Highlighted"
"'s Videos";"'s Videos"
"Make Video Un-featured ?";"Make Video Un-featured ?"
"Add a Video";"Add a Video"
"Show my videos";"Show my videos"
"Search:";"Search:"
"Browse by:";"Browse by:"
"Most Rated";"Most Rated"
"Your video is in queue to be processed - you will be notified when it is ready to be viewed.";"Your video is in queue to be processed - you will be notified when it is ready to be viewed."
"Your video is currently being processed - you will be notified when it is ready to be viewed.";"Your video is currently being processed - you will be notified when it is ready to be viewed."
"View Video";"View Video"
"View Video &raquo;";"View Video &raquo;"
"Comment on Video";"Comment on Video"
"Next";"Next"
"No videos have been added in this Store yet.";"No videos have been added in this Showroom yet."
"Be the first to %1$sadd%2$s one!";"Be the first to %1$sadd%2$s one!"
"&raquo; Videos";"&raquo; Videos"
"ITEM_TYPE_SITESTOREVIDEO_VIDEO";"Showroom Videos"
"ADMIN_ACTIVITY_TYPE_SITESTOREVIDEO_NEW";"When someone creates a new Showroom video."
"_ACTIVITY_ACTIONTYPE_SITESTOREVIDEO_NEW";"New Showroom videos creates by member"
"ADMIN_ACTIVITY_TYPE_SITESTOREVIDEO_ADMIN_NEW";"When Showroom admin creates a new Showroom video."
"_ACTIVITY_ACTIONTYPE_SITESTOREVIDEO_ADMIN_NEW";"New Showroom videos creates by Showroom admin"
"{item:$object} posted a new video:";"{item:$object} posted a new video:"
"Store Profile Most Viewed Videos";"Showroom Profile Most Viewed Videos"
"Displays list of a Store's most viewed videos. This widget should be placed on the Store Profile.";"Displays list of a Showroom's most viewed videos. This widget should be placed on the Showroom Profile."
"Displays list of your Store's most viewed videos.";"Displays list of your Showroom's most viewed video."
"Recent Videos";"Recent Videos"
"Displays the recent videos of the site.";"Displays the recent videos of the site."
"Un-highlighted";"Un-highlighted"
"Tabbed Videos Widget";"Tabbed Videos Widget"
"Featured";"Featured"
"Make Featured";"Make Featured"
"Most Viewed";"Most Viewed"
"Most Recent";"Most Recent"
"Most Liked";"Most Liked"
"Most Commented";"Most Commented"
"Video Keywords";"Video Keywords"
"Everyone’s Videos";"Everyone’s Videos"
"My Videos";"My Videos"
"Sponsored Videos";"Sponsored Videos"
"Videos of Stores I Like";"Videos of Showrooms I Like"
"Featured Videos";"Featured Videos"
"Most Viewed Videos";"Most Viewed Videos"
"Recent Store Videos";"Recent Showroom Videos"
"Videos Link";"Videos Link"
"Video of the Day";"Video of the Day"
" - created by ";" - created by "
"Highlighted Videos";"Highlighted Videos"
"No. of Videos";"No. of Videos"
"Browse Videos";"Browse Videos"
"Ajax based Tabbed widget for Videos";"Ajax based Tabbed widget for Videos"
"Below you can manage the entries for ""Video of the Day"" widget. To mark a video, please click on the ""Add Video of the Day"" link below and select the dates. If more than one videos of the day are found for a date then randomly one will be displayed.";"Below you can manage the entries for ""Video of the Day"" widget. To mark a video, please click on the ""Add Video of the Day"" link below and select the dates. If more than one videos of the day are found for a date then randomly one will be displayed."
"You should only make those videos as ""Video of the Day"" which have their view privacy set as 'Everyone' or 'All Registered Members'.";"You should only make those videos as ""Video of the Day"" which have their view privacy set as 'Everyone' or 'All Registered Members'."
"Add Video of the Day";"Add Video of the Day"
"Delete Video Of Day?";"Delete Video Of Day?"
" results found";" results found"
"Select a start date and end date below and the corresponding Video from the auto-suggest Video field. The selected Video will be displayed as ""Video of the Day"" for this duration and if more than one videos are found to be displayed in the same duration then they will be dispalyed randomly one at a time.";"Select a start date and end date below and the corresponding Video from the auto-suggest Video field. The selected Video will be displayed as ""Video of the Day"" for this duration and if more than one videos are found to be displayed in the same duration then they will be dispalyed randomly one at a time."
"Video Name";"Video Name"
"Add Item";"Add Item"
"Video";"Video"
"Store’s Featured Videos Slideshow";"Showroom’s Featured Videos Slideshow"
"Displays featured videos in an attractive slideshow. You can set the count of the number of videos to show in this widget. If the total number of videos featured are more than that count, then the videos to be displayed will be sequentially picked up.";"Displays featured videos in an attractive slideshow. You can set the count of the number of videos to show in this widget. If the total number of videos featured are more than that count, then the videos to be displayed will be sequentially picked up."
"(number of items to show)";"(number of items to show)"
"Store’s Featured Videos Carousel";"Showroom’s Featured Videos Carousel"
"This widget contains an attractive AJAX based carousel, showcasing the featured videos on the site. Multiple settings of this widget makes it highly configurable.";"This widget contains an attractive AJAX based carousel, showcasing the featured videos on the site. Multiple settings of this widget makes it highly configurable."
"Carousel Type";"Carousel Type"
"Horizontal";"Horizontal"
"Vertical";"Vertical"
"Videos in a Row";"Videos in a Row"
"(number of videos to show in one row. Note: This field is applicable only when you have selected ‘Horizontal’ in ‘Carousel Type’ field.)";"(number of videos to show in one row. Note: This field is applicable only when you have selected ‘Horizontal’ in ‘Carousel Type’ field.)"
"Rows";"Rows"
"(number of rows in one view)";"(number of rows in one view)"
"Speed";"Speed"
"(transition interval between two slides in millisecs)";"(transition interval between two slides in millisecs)"
"Store’s Ajax based Tabbed widget for Videos";"Showroom’s Ajax based Tabbed widget for Videos"
"Displays the Recent, Most Liked, Most Viewed, Most Commented and Featured Videos in separate AJAX based tabs. Settings for this widget are available in the Widget Settings section of Directory / Stores - Videos Extension.";"Displays the Recent, Most Liked, Most Viewed, Most Commented and Featured Videos in separate AJAX based tabs. Settings for this widget are available in the Widget Settings section of Directory / Showrooms - Videos Extension."
"Store’s Video of the Day";"Showroom’s Video of the Day"
"Displays the Video of the Day as selected by the Admin from the widget settings section of Directory / Stores - Videos Extension.";"Displays the Video of the Day as selected by the Admin from the widget settings section of Directory / Showrooms - Videos Extension."
"No videos have been marked as Video of the Day.";"No videos have been marked as Video of the Day."
"ACTIVITY_TYPE_SITESTOREVIDEO_PROCESSED";"When a Showroom video has been processed."
"ACTIVITY_TYPE_SITESTOREVIDEO_PROCESSED_FAILED";"When a Showroom video has failed to be processed."
"_EMAIL_SITESTOREVIDEO_CREATENOTIFICATION_EMAIL_TITLE";"Showroom Video Email Notification"
"_EMAIL_SITESTOREVIDEO_CREATENOTIFICATION_EMAIL_DESCRIPTION";"This email goes to the owner and Showroom admin of the Showroom when member create a Showroom video in Showroom."
"_EMAIL_SITESTOREVIDEO_CREATENOTIFICATION_EMAIL_SUBJECT";"[[store_title]] New Video: [item_title]"
"_EMAIL_SITESTOREVIDEO_CREATENOTIFICATION_EMAIL_BODY";"
[header]

[body_content]

[footer]"
"{item:$subject} has created a store video {var:$eventname}.";"{item:$subject} has created a Showroom video {var:$eventname}."
"Are you sure that you want to make this Store Video highlighted?";"Are you sure that you want to make this Showroom Video highlighted?"
"ACTIVITY_CATEGORY_TYPE_SITESTOREVIDEO";"Showrooms / Ecommerce"
