#application/modules/Sitegateway/Form/Order/Stripe.php
"paypaladaptive";"PayPal Adaptive"
"Payumoney";"PayUmoney"
"payumoney";"PayUmoney"

"SITEGATEWAY_FORM_ADMIN_GATEWAY_PAYUMONEY_DESCRIPTION";"PayUmoney Account Configuration:  <br />
1) If you haven't already, you will need to establish a <a target=""_blank"" href=""%1$s"">PayUmoney account</a>.<br />
2) To get Key and Salt you need to submit below information:<br />
&nbsp;&nbsp;&nbsp;a) Pan Card details.
&nbsp;&nbsp;&nbsp;b) Savings bank account details.
&nbsp;&nbsp;&nbsp;c) Business address. <br />
3) Note-down the Key and Salt values which is visible to you at the end of PayUmoney account creation process.<br />
4) Enter Key and Salt values below. [Note: You will be able to perform transactions once your account is verified by the PayUmoney.] <br />
5) PayUmoney will verify the details provided by you. To verify your savings bank account, PayUmoney will deposit a amount (for e.g. 7.16) in your savings account, you need to enter the same value by signing into your PayuMoney account to complete the verification process.<br />
6) Once all the verification process is done by PayUmoney (Usually takes 4-6 days), you will be able to perform transactions using this payment gateway.<br />"

"SITEGATEWAY_FORM_ORDER_GATEWAY_PAYUMONEY_DESCRIPTION";"PayUmoney Account Configuration:  <br />
1) If you haven't already, you will need to establish a <a target=""_blank"" href=""%1$s"">PayUmoney account</a>.<br />
2) To get Key and Salt you need to submit below information:<br />
&nbsp;&nbsp;&nbsp;a) Pan Card details.
&nbsp;&nbsp;&nbsp;b) Savings bank account details.
&nbsp;&nbsp;&nbsp;c) Business address. <br />
3) Note-down the Key and Salt values which is visible to you at the end of PayUmoney account creation process.<br />
4) Enter Key and Salt values below. [Note: You will be able to perform transactions once your account is verified by the PayUmoney.] <br />
5) PayUmoney will verify the details provided by you. To verify your savings bank account, PayUmoney will deposit a amount (for e.g. 7.16) in your savings account, you need to enter the same value by signing into your PayuMoney account to complete the verification process.<br />
6) Once all the verification process is done by PayUmoney (Usually takes 4-6 days), you will be able to perform transactions using this payment gateway.<br />"

"SITEGATEWAY_FORM_ORDER_MANGOPAY_KYC_DESCRIPTION";" As you have enabled MangoPay payment method on this site so you need to upload the KYC documents for your MangoPay account to continue transactions on this site because MangoPay required the KYC documents to process the further transactions after certain volume of transactions completed for your MangoPay account.<br /><b>Proof of identity:</b> The copy of an official and valid identity document : for French citizens a copy of the identity card (double-sided), and for the foreigners residing in France or abroad, the passport<br/><br/><b>Proof of address:</b> Proof of residence that may be requested at the discretion of the Issuer.<br/><br/><br/><br/>"
"ACTIVITY_CATEGORY_TYPE_SITEGATEWAY";"Payment Gateways"
